order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-001651,2022-06-29,2022,2,6,June,Asia Pacific,South Korea,Clothing,Tops,Consumer,5,30.65,153.25,109.93,43.32,28.2675
ORD-001652,2022-06-29,2022,2,6,June,North America,Mexico,Clothing,Outerwear,Corporate,4,358.94,1435.76,1074.44,361.32,25.1658
ORD-001653,2022-06-30,2022,2,6,June,Asia Pacific,India,Office Supplies,Technology,Consumer,3,126.32,378.96,295.28,83.68,22.0815
ORD-001654,2022-06-30,2022,2,6,June,Latin America,Peru,Electronics,Smartphones,Corporate,2,411.71,823.42,666.69,156.73,19.034
ORD-001655,2022-06-30,2022,2,6,June,North America,United States,Electronics,Accessories,Consumer,8,41.81,334.48,259.77,74.71,22.3362
ORD-001656,2022-06-30,2022,2,6,June,Europe,Netherlands,Office Supplies,Binders,Corporate,1,49.15,49.15,36.49,12.66,25.7579
ORD-001657,2022-06-30,2022,2,6,June,Asia Pacific,India,Office Supplies,Technology,Home Office,5,133.37,666.85,535.16,131.69,19.7481
ORD-001658,2022-06-30,2022,2,6,June,North America,Mexico,Office Supplies,Paper & Pens,Corporate,5,40.82,204.1,173.32,30.78,15.0808
ORD-001659,2022-06-30,2022,2,6,June,North America,United States,Clothing,Bottoms,Corporate,10,170.17,1701.7,1194.11,507.59,29.8284
ORD-001660,2022-06-30,2022,2,6,June,Latin America,Peru,Clothing,Bottoms,Consumer,8,82.39,659.12,548.01,111.11,16.8573
ORD-001661,2022-06-30,2022,2,6,June,Europe,Spain,Office Supplies,Paper & Pens,Corporate,2,8.29,16.58,13.37,3.21,19.3607
ORD-001662,2022-06-30,2022,2,6,June,Europe,Germany,Electronics,Laptops,Corporate,1,972.95,972.95,825.36,147.59,15.1693
ORD-001663,2022-07-01,2022,3,7,July,Latin America,Peru,Office Supplies,Technology,Corporate,5,55.06,275.3,218.38,56.92,20.6756
ORD-001664,2022-07-01,2022,3,7,July,North America,Mexico,Furniture,Desks,Consumer,10,808.06,8080.6,6541.34,1539.26,19.0488
ORD-001665,2022-07-01,2022,3,7,July,Asia Pacific,Singapore,Electronics,Accessories,Corporate,7,42.31,296.17,216.04,80.13,27.0554
ORD-001666,2022-07-01,2022,3,7,July,North America,Mexico,Clothing,Outerwear,Corporate,7,189.7,1327.9,1067.38,260.52,19.6189
ORD-001667,2022-07-01,2022,3,7,July,North America,United States,Office Supplies,Paper & Pens,Consumer,9,40.35,363.15,279.91,83.24,22.9217
ORD-001668,2022-07-01,2022,3,7,July,Asia Pacific,South Korea,Electronics,Accessories,Consumer,1,114.64,114.64,92.08,22.56,19.679
ORD-001669,2022-07-01,2022,3,7,July,North America,United States,Electronics,Accessories,Corporate,5,32.81,164.05,121.91,42.14,25.6873
ORD-001670,2022-07-01,2022,3,7,July,Asia Pacific,Australia,Office Supplies,Technology,Home Office,1,57.66,57.66,47.21,10.45,18.1235
ORD-001671,2022-07-01,2022,3,7,July,Latin America,Chile,Electronics,Smartphones,Consumer,3,1048.27,3144.81,2447.65,697.16,22.1686
ORD-001672,2022-07-01,2022,3,7,July,Asia Pacific,Japan,Clothing,Bottoms,Consumer,3,149.73,449.19,353.51,95.68,21.3006
ORD-001673,2022-07-01,2022,3,7,July,Europe,Spain,Furniture,Chairs,Corporate,10,234.94,2349.4,1662.78,686.62,29.2253
ORD-001674,2022-07-01,2022,3,7,July,North America,Mexico,Electronics,Laptops,Corporate,5,914.88,4574.4,3550.48,1023.92,22.3837
ORD-001675,2022-07-01,2022,3,7,July,Asia Pacific,China,Office Supplies,Paper & Pens,Consumer,9,48.33,434.97,363.09,71.88,16.5253
ORD-001676,2022-07-01,2022,3,7,July,Asia Pacific,Japan,Office Supplies,Technology,Consumer,9,102.54,922.86,699.46,223.4,24.2074
ORD-001677,2022-07-01,2022,3,7,July,Europe,Italy,Electronics,Accessories,Corporate,9,97.26,875.34,705.07,170.27,19.4519
ORD-001678,2022-07-01,2022,3,7,July,Europe,United Kingdom,Office Supplies,Paper & Pens,Consumer,3,40.98,122.94,94.94,28.0,22.7753
ORD-001679,2022-07-01,2022,3,7,July,Asia Pacific,China,Electronics,Smartphones,Consumer,5,619.58,3097.9,2370.41,727.49,23.4833
ORD-001680,2022-07-02,2022,3,7,July,Asia Pacific,Singapore,Electronics,Accessories,Corporate,7,169.17,1184.19,866.16,318.03,26.8563
ORD-001681,2022-07-02,2022,3,7,July,North America,Mexico,Office Supplies,Paper & Pens,Corporate,7,11.88,83.16,62.37,20.79,25.0
ORD-001682,2022-07-02,2022,3,7,July,North America,Canada,Electronics,Accessories,Home Office,3,135.97,407.91,305.46,102.45,25.1158
ORD-001683,2022-07-03,2022,3,7,July,Asia Pacific,Japan,Clothing,Outerwear,Home Office,2,382.41,764.82,598.42,166.4,21.7568
ORD-001684,2022-07-03,2022,3,7,July,North America,Mexico,Office Supplies,Technology,Corporate,3,67.03,201.09,158.98,42.11,20.9409
ORD-001685,2022-07-03,2022,3,7,July,North America,Mexico,Office Supplies,Binders,Consumer,1,25.26,25.26,18.29,6.97,27.593
ORD-001686,2022-07-03,2022,3,7,July,Asia Pacific,Singapore,Clothing,Outerwear,Consumer,6,312.09,1872.54,1408.85,463.69,24.7626
ORD-001687,2022-07-03,2022,3,7,July,North America,Mexico,Electronics,Smartphones,Corporate,1,823.04,823.04,610.85,212.19,25.7812
ORD-001688,2022-07-03,2022,3,7,July,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,8,52.66,421.28,304.62,116.66,27.6918
ORD-001689,2022-07-03,2022,3,7,July,North America,Mexico,Electronics,Accessories,Home Office,3,196.7,590.1,423.9,166.2,28.1647
ORD-001690,2022-07-03,2022,3,7,July,Asia Pacific,South Korea,Electronics,Accessories,Consumer,9,69.89,629.01,481.06,147.95,23.5211
ORD-001691,2022-07-03,2022,3,7,July,Asia Pacific,India,Clothing,Tops,Corporate,1,86.81,86.81,63.21,23.6,27.1858
ORD-001692,2022-07-04,2022,3,7,July,Europe,Spain,Office Supplies,Technology,Consumer,7,107.09,749.63,559.06,190.57,25.4219
ORD-001693,2022-07-04,2022,3,7,July,Asia Pacific,Singapore,Clothing,Outerwear,Consumer,2,137.51,275.02,200.84,74.18,26.9726
ORD-001694,2022-07-04,2022,3,7,July,Asia Pacific,Japan,Office Supplies,Paper & Pens,Consumer,6,5.76,34.56,25.39,9.17,26.5336
ORD-001695,2022-07-04,2022,3,7,July,North America,United States,Office Supplies,Technology,Corporate,3,281.24,843.72,684.25,159.47,18.9008
ORD-001696,2022-07-04,2022,3,7,July,North America,Canada,Furniture,Storage,Consumer,3,269.33,807.99,632.87,175.12,21.6735
ORD-001697,2022-07-04,2022,3,7,July,Europe,Germany,Clothing,Outerwear,Consumer,3,207.27,621.81,460.05,161.76,26.0144
ORD-001698,2022-07-05,2022,3,7,July,Europe,Netherlands,Electronics,Smartphones,Consumer,10,311.4,3114.0,2394.12,719.88,23.1175
ORD-001699,2022-07-05,2022,3,7,July,Europe,Spain,Electronics,Accessories,Corporate,3,148.68,446.04,325.39,120.65,27.0491
ORD-001700,2022-07-05,2022,3,7,July,Europe,Spain,Office Supplies,Binders,Consumer,10,61.32,613.2,473.46,139.74,22.7886
ORD-001701,2022-07-05,2022,3,7,July,Europe,Spain,Clothing,Tops,Corporate,6,60.91,365.46,257.84,107.62,29.4478
ORD-001702,2022-07-05,2022,3,7,July,Asia Pacific,Australia,Office Supplies,Technology,Corporate,10,53.37,533.7,428.91,104.79,19.6346
ORD-001703,2022-07-05,2022,3,7,July,Latin America,Peru,Furniture,Desks,Home Office,10,561.14,5611.4,4218.96,1392.44,24.8145
ORD-001704,2022-07-05,2022,3,7,July,Europe,France,Office Supplies,Binders,Consumer,6,14.0,84.0,71.14,12.86,15.3095
ORD-001705,2022-07-05,2022,3,7,July,Europe,United Kingdom,Electronics,Laptops,Consumer,10,2011.15,20111.5,16684.86,3426.64,17.0382
ORD-001706,2022-07-05,2022,3,7,July,Europe,United Kingdom,Office Supplies,Binders,Corporate,10,59.55,595.5,467.8,127.7,21.4442
ORD-001707,2022-07-06,2022,3,7,July,North America,Mexico,Office Supplies,Technology,Consumer,10,46.28,462.8,340.16,122.64,26.4996
ORD-001708,2022-07-06,2022,3,7,July,Europe,Italy,Clothing,Outerwear,Consumer,5,91.54,457.7,350.87,106.83,23.3406
ORD-001709,2022-07-06,2022,3,7,July,North America,Canada,Clothing,Tops,Corporate,1,87.96,87.96,63.7,24.26,27.5807
ORD-001710,2022-07-06,2022,3,7,July,North America,Mexico,Furniture,Desks,Corporate,2,724.84,1449.68,1162.56,287.12,19.8058
ORD-001711,2022-07-06,2022,3,7,July,North America,Canada,Clothing,Outerwear,Corporate,3,116.42,349.26,249.55,99.71,28.5489
ORD-001712,2022-07-06,2022,3,7,July,North America,Canada,Furniture,Desks,Consumer,1,288.87,288.87,220.6,68.27,23.6335
ORD-001713,2022-07-06,2022,3,7,July,Europe,Spain,Electronics,Laptops,Corporate,7,1450.18,10151.26,7460.02,2691.24,26.5114
ORD-001714,2022-07-06,2022,3,7,July,Europe,Netherlands,Office Supplies,Binders,Consumer,10,37.28,372.8,272.72,100.08,26.8455
ORD-001715,2022-07-06,2022,3,7,July,Europe,Netherlands,Electronics,Laptops,Consumer,2,1802.34,3604.68,2918.5,686.18,19.0358
ORD-001716,2022-07-06,2022,3,7,July,North America,Canada,Electronics,Accessories,Consumer,8,113.61,908.88,742.88,166.0,18.2642
ORD-001717,2022-07-06,2022,3,7,July,North America,Canada,Electronics,Accessories,Corporate,9,177.83,1600.47,1185.16,415.31,25.9493
ORD-001718,2022-07-07,2022,3,7,July,Europe,Spain,Clothing,Tops,Corporate,5,68.36,341.8,240.23,101.57,29.7162
ORD-001719,2022-07-07,2022,3,7,July,Asia Pacific,India,Office Supplies,Technology,Corporate,5,27.33,136.65,103.7,32.95,24.1127
ORD-001720,2022-07-07,2022,3,7,July,Europe,France,Furniture,Storage,Corporate,5,125.55,627.75,502.89,124.86,19.8901
ORD-001721,2022-07-07,2022,3,7,July,North America,United States,Electronics,Smartphones,Corporate,5,555.22,2776.1,1980.97,795.13,28.642
ORD-001722,2022-07-08,2022,3,7,July,Europe,France,Office Supplies,Technology,Corporate,9,60.78,547.02,421.8,125.22,22.8913
ORD-001723,2022-07-08,2022,3,7,July,North America,Mexico,Electronics,Smartphones,Consumer,1,976.92,976.92,810.59,166.33,17.026
ORD-001724,2022-07-08,2022,3,7,July,Asia Pacific,Japan,Furniture,Desks,Home Office,9,684.5,6160.5,4748.93,1411.57,22.9132
ORD-001725,2022-07-08,2022,3,7,July,Europe,United Kingdom,Clothing,Tops,Corporate,5,66.6,333.0,278.98,54.02,16.2222
ORD-001726,2022-07-08,2022,3,7,July,Asia Pacific,China,Office Supplies,Technology,Corporate,1,112.65,112.65,84.21,28.44,25.2463
ORD-001727,2022-07-08,2022,3,7,July,North America,Mexico,Electronics,Smartphones,Home Office,1,1046.0,1046.0,789.57,256.43,24.5153
ORD-001728,2022-07-08,2022,3,7,July,North America,Mexico,Clothing,Outerwear,Corporate,6,248.03,1488.18,1086.21,401.97,27.0108
ORD-001729,2022-07-08,2022,3,7,July,Latin America,Colombia,Clothing,Tops,Consumer,7,45.67,319.69,245.35,74.34,23.2538
ORD-001730,2022-07-08,2022,3,7,July,Asia Pacific,Singapore,Electronics,Smartphones,Home Office,2,410.88,821.76,657.42,164.34,19.9985
ORD-001731,2022-07-09,2022,3,7,July,Europe,Germany,Furniture,Desks,Consumer,4,463.56,1854.24,1388.39,465.85,25.1235
ORD-001732,2022-07-09,2022,3,7,July,Asia Pacific,Japan,Furniture,Desks,Corporate,1,1129.94,1129.94,903.72,226.22,20.0205
ORD-001733,2022-07-09,2022,3,7,July,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,7,39.07,273.49,227.25,46.24,16.9074
ORD-001734,2022-07-09,2022,3,7,July,Europe,United Kingdom,Clothing,Bottoms,Corporate,9,42.19,379.71,312.99,66.72,17.5713
ORD-001735,2022-07-09,2022,3,7,July,North America,United States,Electronics,Laptops,Corporate,1,1513.07,1513.07,1164.15,348.92,23.0604
ORD-001736,2022-07-09,2022,3,7,July,Europe,Germany,Clothing,Outerwear,Consumer,8,258.6,2068.8,1645.15,423.65,20.4781
ORD-001737,2022-07-09,2022,3,7,July,North America,Canada,Office Supplies,Paper & Pens,Consumer,8,26.98,215.84,174.52,41.32,19.1438
ORD-001738,2022-07-09,2022,3,7,July,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,6,30.37,182.22,151.47,30.75,16.8752
ORD-001739,2022-07-10,2022,3,7,July,Europe,United Kingdom,Clothing,Outerwear,Corporate,10,239.63,2396.3,1926.61,469.69,19.6006
ORD-001740,2022-07-10,2022,3,7,July,Asia Pacific,India,Office Supplies,Technology,Home Office,10,206.45,2064.5,1481.03,583.47,28.262
ORD-001741,2022-07-10,2022,3,7,July,Asia Pacific,India,Office Supplies,Paper & Pens,Corporate,10,39.6,396.0,282.03,113.97,28.7803
ORD-001742,2022-07-10,2022,3,7,July,Asia Pacific,South Korea,Furniture,Chairs,Consumer,6,697.11,4182.66,3023.93,1158.73,27.7032
ORD-001743,2022-07-10,2022,3,7,July,North America,Mexico,Electronics,Accessories,Corporate,7,36.43,255.01,193.55,61.46,24.101
ORD-001744,2022-07-10,2022,3,7,July,North America,United States,Electronics,Laptops,Home Office,3,1523.84,4571.52,3613.67,957.85,20.9525
ORD-001745,2022-07-11,2022,3,7,July,North America,Mexico,Clothing,Bottoms,Corporate,2,157.83,315.66,252.11,63.55,20.1324
ORD-001746,2022-07-11,2022,3,7,July,Europe,United Kingdom,Office Supplies,Binders,Consumer,2,64.85,129.7,92.97,36.73,28.3192
ORD-001747,2022-07-11,2022,3,7,July,North America,Mexico,Clothing,Bottoms,Corporate,8,109.88,879.04,661.64,217.4,24.7315
ORD-001748,2022-07-11,2022,3,7,July,North America,Canada,Furniture,Chairs,Consumer,4,292.35,1169.4,830.61,338.79,28.9713
ORD-001749,2022-07-11,2022,3,7,July,Europe,Germany,Office Supplies,Technology,Consumer,5,122.05,610.25,491.6,118.65,19.4429
ORD-001750,2022-07-11,2022,3,7,July,North America,Mexico,Office Supplies,Paper & Pens,Corporate,8,31.55,252.4,208.7,43.7,17.3138
ORD-001751,2022-07-11,2022,3,7,July,North America,Mexico,Electronics,Accessories,Consumer,1,53.94,53.94,42.1,11.84,21.9503
ORD-001752,2022-07-11,2022,3,7,July,Europe,Spain,Office Supplies,Paper & Pens,Home Office,8,8.66,69.28,53.18,16.1,23.239
ORD-001753,2022-07-11,2022,3,7,July,North America,Canada,Electronics,Smartphones,Home Office,3,1017.07,3051.21,2330.78,720.43,23.6113
ORD-001754,2022-07-11,2022,3,7,July,Europe,Germany,Electronics,Accessories,Consumer,5,68.11,340.55,238.82,101.73,29.8723
ORD-001755,2022-07-11,2022,3,7,July,North America,Mexico,Office Supplies,Paper & Pens,Consumer,10,48.9,489.0,354.07,134.93,27.593
ORD-001756,2022-07-11,2022,3,7,July,Asia Pacific,India,Clothing,Tops,Corporate,9,111.01,999.09,799.33,199.76,19.9942
ORD-001757,2022-07-11,2022,3,7,July,Europe,Germany,Electronics,Accessories,Home Office,4,38.77,155.08,109.29,45.79,29.5267
ORD-001758,2022-07-11,2022,3,7,July,Europe,Spain,Clothing,Outerwear,Consumer,5,283.2,1416.0,1145.58,270.42,19.0975
ORD-001759,2022-07-11,2022,3,7,July,Asia Pacific,China,Furniture,Desks,Home Office,2,837.02,1674.04,1332.7,341.34,20.3902
ORD-001760,2022-07-11,2022,3,7,July,North America,United States,Electronics,Accessories,Corporate,10,111.61,1116.1,798.33,317.77,28.4715
ORD-001761,2022-07-12,2022,3,7,July,North America,Canada,Electronics,Laptops,Corporate,2,2066.34,4132.68,3100.33,1032.35,24.9802
ORD-001762,2022-07-12,2022,3,7,July,Europe,United Kingdom,Electronics,Smartphones,Consumer,10,450.06,4500.6,3395.13,1105.47,24.5627
ORD-001763,2022-07-12,2022,3,7,July,Latin America,Brazil,Clothing,Outerwear,Corporate,5,184.92,924.6,657.2,267.4,28.9206
ORD-001764,2022-07-12,2022,3,7,July,Asia Pacific,Australia,Clothing,Tops,Corporate,3,141.9,425.7,328.62,97.08,22.8048
ORD-001765,2022-07-12,2022,3,7,July,Europe,Germany,Electronics,Accessories,Consumer,10,114.56,1145.6,882.72,262.88,22.9469
ORD-001766,2022-07-12,2022,3,7,July,North America,Mexico,Electronics,Smartphones,Corporate,3,745.19,2235.57,1895.67,339.9,15.2042
ORD-001767,2022-07-13,2022,3,7,July,North America,Mexico,Office Supplies,Paper & Pens,Corporate,3,40.03,120.09,97.16,22.93,19.094
ORD-001768,2022-07-13,2022,3,7,July,Latin America,Colombia,Clothing,Bottoms,Corporate,9,160.63,1445.67,1193.32,252.35,17.4556
ORD-001769,2022-07-13,2022,3,7,July,North America,United States,Furniture,Desks,Consumer,10,406.37,4063.7,3235.97,827.73,20.3689
ORD-001770,2022-07-13,2022,3,7,July,Asia Pacific,South Korea,Electronics,Accessories,Consumer,6,48.0,288.0,219.6,68.4,23.75
ORD-001771,2022-07-13,2022,3,7,July,North America,United States,Furniture,Chairs,Consumer,2,137.5,275.0,212.48,62.52,22.7345
ORD-001772,2022-07-13,2022,3,7,July,Asia Pacific,China,Electronics,Laptops,Home Office,2,567.71,1135.42,815.67,319.75,28.1614
ORD-001773,2022-07-13,2022,3,7,July,Europe,Spain,Office Supplies,Binders,Consumer,3,13.7,41.1,28.89,12.21,29.708
ORD-001774,2022-07-13,2022,3,7,July,North America,Canada,Office Supplies,Binders,Corporate,5,54.84,274.2,227.14,47.06,17.1627
ORD-001775,2022-07-13,2022,3,7,July,Europe,France,Electronics,Smartphones,Consumer,7,995.16,6966.12,5537.35,1428.77,20.5103
ORD-001776,2022-07-13,2022,3,7,July,North America,United States,Clothing,Tops,Consumer,9,134.34,1209.06,863.83,345.23,28.5536
ORD-001777,2022-07-13,2022,3,7,July,Europe,Netherlands,Furniture,Desks,Corporate,9,203.1,1827.9,1476.0,351.9,19.2516
ORD-001778,2022-07-13,2022,3,7,July,North America,United States,Furniture,Chairs,Corporate,9,720.83,6487.47,5242.04,1245.43,19.1975
ORD-001779,2022-07-13,2022,3,7,July,Asia Pacific,Japan,Office Supplies,Paper & Pens,Consumer,6,25.8,154.8,127.47,27.33,17.655
ORD-001780,2022-07-13,2022,3,7,July,Europe,France,Furniture,Storage,Consumer,8,285.09,2280.72,1811.76,468.96,20.5619
ORD-001781,2022-07-14,2022,3,7,July,Europe,Netherlands,Office Supplies,Technology,Home Office,8,93.32,746.56,561.27,185.29,24.8192
ORD-001782,2022-07-14,2022,3,7,July,Asia Pacific,China,Office Supplies,Technology,Corporate,5,42.42,212.1,162.57,49.53,23.3522
ORD-001783,2022-07-14,2022,3,7,July,Europe,Spain,Office Supplies,Binders,Consumer,8,24.86,198.88,145.07,53.81,27.0565
ORD-001784,2022-07-14,2022,3,7,July,Europe,Germany,Clothing,Bottoms,Consumer,2,149.21,298.42,243.72,54.7,18.3299
ORD-001785,2022-07-14,2022,3,7,July,North America,Mexico,Electronics,Laptops,Consumer,1,900.77,900.77,676.67,224.1,24.8787
ORD-001786,2022-07-14,2022,3,7,July,Europe,France,Furniture,Storage,Consumer,4,85.21,340.84,286.96,53.88,15.808
ORD-001787,2022-07-14,2022,3,7,July,North America,United States,Furniture,Storage,Consumer,6,450.26,2701.56,2094.43,607.13,22.4733
ORD-001788,2022-07-14,2022,3,7,July,Asia Pacific,South Korea,Electronics,Smartphones,Consumer,2,759.3,1518.6,1183.16,335.44,22.0888
ORD-001789,2022-07-14,2022,3,7,July,Asia Pacific,China,Electronics,Laptops,Consumer,4,1595.48,6381.92,4788.16,1593.76,24.973
ORD-001790,2022-07-15,2022,3,7,July,Europe,Spain,Electronics,Laptops,Corporate,8,1485.51,11884.08,9724.43,2159.65,18.1726
ORD-001791,2022-07-15,2022,3,7,July,Europe,France,Furniture,Desks,Corporate,6,1124.79,6748.74,5478.2,1270.54,18.8263
ORD-001792,2022-07-15,2022,3,7,July,North America,Canada,Office Supplies,Technology,Corporate,3,51.47,154.41,110.96,43.45,28.1394
ORD-001793,2022-07-15,2022,3,7,July,Europe,United Kingdom,Clothing,Bottoms,Consumer,9,160.48,1444.32,1037.91,406.41,28.1385
ORD-001794,2022-07-15,2022,3,7,July,North America,Mexico,Electronics,Laptops,Consumer,6,1153.53,6921.18,5015.97,1905.21,27.5272
ORD-001795,2022-07-15,2022,3,7,July,Latin America,Argentina,Electronics,Smartphones,Consumer,2,476.15,952.3,802.54,149.76,15.7261
ORD-001796,2022-07-15,2022,3,7,July,North America,Canada,Electronics,Laptops,Corporate,8,664.71,5317.68,3872.03,1445.65,27.1857
ORD-001797,2022-07-15,2022,3,7,July,Asia Pacific,Australia,Electronics,Accessories,Home Office,10,30.29,302.9,246.33,56.57,18.6761
ORD-001798,2022-07-15,2022,3,7,July,Europe,France,Clothing,Outerwear,Consumer,5,101.22,506.1,366.5,139.6,27.5835
ORD-001799,2022-07-15,2022,3,7,July,Latin America,Colombia,Clothing,Tops,Consumer,7,121.26,848.82,709.97,138.85,16.358
ORD-001800,2022-07-15,2022,3,7,July,Europe,France,Office Supplies,Binders,Consumer,5,68.45,342.25,267.23,75.02,21.9196
ORD-001801,2022-07-16,2022,3,7,July,Asia Pacific,India,Clothing,Bottoms,Corporate,9,123.45,1111.05,782.38,328.67,29.5819
ORD-001802,2022-07-16,2022,3,7,July,Europe,Netherlands,Electronics,Accessories,Consumer,1,34.05,34.05,27.05,7.0,20.558
ORD-001803,2022-07-16,2022,3,7,July,Asia Pacific,India,Office Supplies,Technology,Consumer,8,266.06,2128.48,1556.21,572.27,26.8863
ORD-001804,2022-07-16,2022,3,7,July,Europe,Germany,Furniture,Desks,Corporate,9,512.06,4608.54,3748.24,860.3,18.6675
ORD-001805,2022-07-16,2022,3,7,July,Europe,Spain,Electronics,Accessories,Home Office,7,27.9,195.3,153.44,41.86,21.4337
ORD-001806,2022-07-16,2022,3,7,July,Europe,Italy,Furniture,Storage,Consumer,6,376.21,2257.26,1761.87,495.39,21.9465
ORD-001807,2022-07-16,2022,3,7,July,Latin America,Argentina,Electronics,Accessories,Consumer,9,52.69,474.21,356.27,117.94,24.8708
ORD-001808,2022-07-16,2022,3,7,July,Asia Pacific,China,Office Supplies,Paper & Pens,Consumer,9,29.52,265.68,208.03,57.65,21.699
ORD-001809,2022-07-16,2022,3,7,July,Europe,Spain,Clothing,Outerwear,Corporate,8,127.88,1023.04,834.04,189.0,18.4744
ORD-001810,2022-07-16,2022,3,7,July,Europe,United Kingdom,Clothing,Tops,Consumer,8,63.59,508.72,384.25,124.47,24.4673
ORD-001811,2022-07-17,2022,3,7,July,Europe,United Kingdom,Electronics,Accessories,Consumer,4,153.19,612.76,444.02,168.74,27.5377
ORD-001812,2022-07-17,2022,3,7,July,Europe,Spain,Office Supplies,Technology,Home Office,6,62.56,375.36,318.42,56.94,15.1694
ORD-001813,2022-07-17,2022,3,7,July,Asia Pacific,Singapore,Electronics,Smartphones,Corporate,2,1170.59,2341.18,1845.13,496.05,21.188
ORD-001814,2022-07-17,2022,3,7,July,Europe,Italy,Electronics,Accessories,Corporate,3,186.17,558.51,466.31,92.2,16.5082
ORD-001815,2022-07-17,2022,3,7,July,Europe,France,Electronics,Accessories,Corporate,7,73.38,513.66,417.12,96.54,18.7945
ORD-001816,2022-07-17,2022,3,7,July,Europe,France,Clothing,Outerwear,Consumer,3,323.31,969.93,708.44,261.49,26.9597
ORD-001817,2022-07-17,2022,3,7,July,Europe,Spain,Electronics,Laptops,Home Office,3,2424.31,7272.93,5766.99,1505.94,20.7061
ORD-001818,2022-07-17,2022,3,7,July,Europe,Netherlands,Clothing,Outerwear,Consumer,1,387.59,387.59,311.56,76.03,19.6161
ORD-001819,2022-07-18,2022,3,7,July,Asia Pacific,South Korea,Office Supplies,Binders,Corporate,9,39.52,355.68,278.89,76.79,21.5896
ORD-001820,2022-07-18,2022,3,7,July,Europe,Spain,Clothing,Bottoms,Corporate,2,145.67,291.34,243.92,47.42,16.2765
ORD-001821,2022-07-18,2022,3,7,July,Latin America,Brazil,Furniture,Storage,Corporate,5,54.97,274.85,232.92,41.93,15.2556
ORD-001822,2022-07-18,2022,3,7,July,Asia Pacific,India,Clothing,Bottoms,Consumer,1,56.12,56.12,40.19,15.93,28.3856
ORD-001823,2022-07-18,2022,3,7,July,Asia Pacific,Singapore,Electronics,Laptops,Consumer,5,1588.74,7943.7,6478.67,1465.03,18.4427
ORD-001824,2022-07-18,2022,3,7,July,Europe,Netherlands,Clothing,Bottoms,Consumer,2,38.83,77.66,54.73,22.93,29.5261
ORD-001825,2022-07-18,2022,3,7,July,Asia Pacific,China,Furniture,Storage,Consumer,4,245.59,982.36,740.98,241.38,24.5714
ORD-001826,2022-07-18,2022,3,7,July,North America,United States,Clothing,Bottoms,Corporate,3,46.53,139.59,112.28,27.31,19.5644
ORD-001827,2022-07-18,2022,3,7,July,Latin America,Colombia,Electronics,Smartphones,Consumer,7,1092.31,7646.17,5885.93,1760.24,23.0212
ORD-001828,2022-07-18,2022,3,7,July,Europe,Netherlands,Furniture,Desks,Corporate,4,950.28,3801.12,2847.98,953.14,25.0752
ORD-001829,2022-07-18,2022,3,7,July,North America,Mexico,Office Supplies,Binders,Consumer,9,33.07,297.63,228.88,68.75,23.0991
ORD-001830,2022-07-18,2022,3,7,July,Asia Pacific,China,Electronics,Accessories,Corporate,5,113.57,567.85,465.93,101.92,17.9484
ORD-001831,2022-07-19,2022,3,7,July,Asia Pacific,Japan,Clothing,Tops,Consumer,5,100.12,500.6,397.75,102.85,20.5453
ORD-001832,2022-07-19,2022,3,7,July,North America,United States,Furniture,Desks,Corporate,10,1217.99,12179.9,9364.74,2815.16,23.1132
ORD-001833,2022-07-19,2022,3,7,July,Latin America,Colombia,Clothing,Outerwear,Consumer,6,274.63,1647.78,1180.37,467.41,28.366
ORD-001834,2022-07-19,2022,3,7,July,Latin America,Colombia,Electronics,Laptops,Home Office,10,2012.83,20128.3,14452.08,5676.22,28.2002
ORD-001835,2022-07-19,2022,3,7,July,Asia Pacific,South Korea,Clothing,Outerwear,Corporate,4,284.92,1139.68,896.4,243.28,21.3463
ORD-001836,2022-07-19,2022,3,7,July,Asia Pacific,South Korea,Electronics,Accessories,Consumer,10,85.61,856.1,689.91,166.19,19.4125
ORD-001837,2022-07-20,2022,3,7,July,North America,Canada,Office Supplies,Paper & Pens,Consumer,8,37.51,300.08,254.65,45.43,15.1393
ORD-001838,2022-07-20,2022,3,7,July,North America,United States,Furniture,Desks,Consumer,7,1009.86,7069.02,4987.24,2081.78,29.4493
ORD-001839,2022-07-20,2022,3,7,July,Europe,United Kingdom,Electronics,Accessories,Consumer,5,136.21,681.05,503.26,177.79,26.1053
ORD-001840,2022-07-20,2022,3,7,July,North America,United States,Electronics,Smartphones,Corporate,4,667.88,2671.52,2225.82,445.7,16.6834
ORD-001841,2022-07-20,2022,3,7,July,Asia Pacific,Japan,Electronics,Accessories,Consumer,9,68.07,612.63,512.17,100.46,16.3982
ORD-001842,2022-07-20,2022,3,7,July,North America,United States,Office Supplies,Binders,Consumer,4,61.85,247.4,185.84,61.56,24.8828
ORD-001843,2022-07-20,2022,3,7,July,Latin America,Brazil,Furniture,Storage,Consumer,4,400.81,1603.24,1273.44,329.8,20.5708
ORD-001844,2022-07-21,2022,3,7,July,Asia Pacific,Japan,Clothing,Bottoms,Consumer,2,49.36,98.72,73.08,25.64,25.9724
ORD-001845,2022-07-21,2022,3,7,July,Europe,France,Furniture,Chairs,Consumer,1,286.05,286.05,210.93,75.12,26.2611
